"ngrams","freq","last"
"if you listen ",37,"to"
"i am sorry ",37,"to"
"is a result ",37,"of"
"i think is ",37,"the"
"an enormous amount ",37,"of"
"on a number ",37,"of"
"on the bright ",37,"side"
"the result is ",37,"a"
"the best chance ",37,"of"
"who do you ",37,"think"
"the imf’s largest ",37,"shareholder"
"no matter where ",37,"you"
"the last week ",37,"and"
"out of the ",37,"back"
"be able to ",37,"look"
"going to get ",37,"to"
"that is made ",37,"up"
"at the center ",37,"of"
"in the business ",37,"of"
"of my least ",37,"favorite"
"started out as ",37,"a"
"that at this ",37,"point"
"this is what ",37,"i"
"a look at ",37,"some"
"i would not ",37,"want"
"decided to create ",37,"a"
"ive been able ",37,"to"
"out of the ",37,"park"
"he wanted to ",37,"be"
"the only one ",37,"of"
"living in the ",37,"same"
"up a lot ",37,"of"
"past couple of ",37,"years"
"i hope you ",37,"have"
"i can see ",37,"why"
"he is trying ",37,"to"
"the next few ",37,"years"
"for friends and ",37,"family"
"he would have ",37,"been"
"the other hand ",37,"you"
"in comparison with ",37,"the"
"on a field ",37,"trip"
"its not just ",37,"about"
"is going to ",37,"change"
"have some form ",37,"of"
"we are forced ",37,"to"
"up with the ",37,"best"
"the other members ",37,"of"
"to move out ",37,"of"
"and look at ",37,"the"
"happy mothers day ",37,"to"
"in favor of ",37,"a"
"in front of ",37,"his"
"and taking care ",37,"of"
"more than a ",37,"few"
"the news of ",37,"the"
"across the country ",37,"this"
"and the remains ",37,"of"
"one form or ",37,"another"
"it was interesting ",37,"to"
"might not be ",37,"the"
"the fate of ",37,"the"
"excited to be ",37,"a"
"have to have ",37,"a"
"not to say ",37,"that"
"director of the ",37,"center"
"lying on the ",37,"ground"
"it could be ",37,"a"
"im not sure ",37,"i"
"all the time ",37,"in"
"in time for ",37,"the"
"the west side ",37,"of"
"and will continue ",37,"to"
"on with our ",37,"lives"
"in the third ",37,"round"
"that has seen ",37,"the"
"i could get ",37,"a"
"according to the ",37,"report"
"i was a ",37,"little"
"the office of ",37,"the"
"and that they ",37,"were"
"way out of ",37,"the"
"in the absence ",37,"of"
"has yet to ",37,"be"
"one of my ",37,"least"
"on the outskirts ",37,"of"
"like i had ",37,"a"
"to check out ",37,"the"
"are in the ",37,"same"
"the question of ",37,"whether"
"and i have ",37,"a"
"lets make it ",37,"happen"
"in order to ",37,"bring"
"new york city ",37,"and"
"family members who ",37,"are"
"in less than ",37,"a"
"and then there ",37,"are"
"they used to ",36,"be"
"it was a ",36,"great"
"more than a ",36,"couple"
"a photo of ",36,"a"
"the new york ",36,"times"
"that most people ",36,"are"
"said i want ",36,"to"
"it was a ",36,"good"
"a work in ",36,"progress"
"im trying to ",36,"figure"
"about three weeks ",36,"ago"
"of things going ",36,"on"
"a great group ",36,"of"
"so i had ",36,"to"
"was a time ",36,"when"
"the circumstances of ",36,"the"
"for them to ",36,"do"
"who are willing ",36,"to"
"to this day ",36,"i"
"as a host ",36,"of"
"try and get ",36,"the"
"the conclusion of ",36,"the"
"i know it ",36,"will"
"best of the ",36,"best"
"i am not ",36,"a"
"to meet with ",36,"the"
"to be responsible ",36,"for"
"to say the ",36,"least"
"the best player ",36,"in"
"who is to ",36,"blame"
"other members of ",36,"the"
"he could have ",36,"been"
"but he did ",36,"not"
"has one of ",36,"the"
"and a visit ",36,"from"
"in an age ",36,"of"
"should have seen ",36,"the"
"the united states ",36,"has"
"having a bad ",36,"day"
"but you have ",36,"a"
"free and open ",36,"to"
"to imagine the ",36,"possibilities"
"let me tell ",36,"you"
"to the formation ",36,"of"
"the heart of ",36,"a"
"in this day ",36,"and"
"can make a ",36,"difference"
"get in on ",36,"the"
"it i have ",36,"to"
"favorite things to ",36,"do"
"of black and ",36,"white"
"for a few ",36,"days"
"you are going ",36,"to"
"that one of ",36,"my"
"to be involved ",36,"in"
"the majority of ",36,"them"
"were all in ",36,"the"
"when i was ",36,"in"
"that it did ",36,"not"
"i dont think ",36,"he"
"of the worlds ",36,"most"
"to the home ",36,"of"
"so a lot ",36,"of"
"have one thing ",36,"in"
"said adding that ",36,"the"
"i would say ",36,"that"
"have been out ",36,"of"
"right next to ",36,"you"
"us the opportunity ",36,"to"
"will remain in ",36,"the"
"to be the ",36,"only"
"the cat in ",36,"the"
"to return to ",36,"his"
"like to be ",36,"in"
"over the years ",36,"with"
"is one of ",36,"those"
"pain in the ",36,"neck"
"looking for a ",36,"way"
"he looks like ",36,"a"
"my head on ",36,"the"
"in the end ",36,"of"
"a visit from ",36,"the"
"this is not ",36,"a"
"to the people ",36,"that"
"spread the word ",36,"to"
"i had no ",36,"idea"
"have to worry ",36,"about"
"in the running ",36,"for"
"come a long ",36,"way"
"last couple of ",36,"days"
"of a woman ",36,"who"
"be able to ",36,"play"
"youve got to ",36,"be"
"had to do ",36,"was"
"for him but ",36,"he"
"got to be ",36,"kidding"
"want to know ",36,"the"
"i want to ",36,"look"
"the amount of ",36,"time"
"a time when ",36,"the"
"in search of ",36,"a"
"the people who ",36,"are"
"are headed to ",36,"the"
"in south carolina ",36,"and"
"there was a ",36,"time"
"you should have ",36,"seen"
"to the last ",36,"two"
"what can you ",36,"do"
"even though it ",36,"was"
"the right of ",36,"the"
"in this part ",36,"of"
"and i was ",36,"like"
"to be kidding ",36,"me"
"have to make ",36,"some"
"i can get ",36,"it"
"to each other ",36,"and"
"to make sure ",36,"that"
"to see if ",36,"it"
"on and off ",36,"the"
"if you take ",36,"a"
"the second time ",36,"this"
"so there is ",36,"a"
"have to do ",36,"is"
"and over and ",36,"over"
"from time to ",36,"time"
"gone to great ",36,"lengths"
"but that was ",36,"only"
"with only a ",36,"few"
"spend most of ",36,"the"
"after all this ",36,"is"
"what its like ",36,"to"
"have no idea ",36,"what"
"to play the ",36,"game"
"is more of ",36,"a"
"than a couple ",36,"of"
"best player in ",36,"the"
"i need to ",36,"get"
"are the people ",36,"who"
"it made sense ",36,"to"
"it is far ",35,"too"
"be very very ",35,"careful"
"in the recesses ",35,"of"
"she and her ",35,"mother"
"love my job ",35,"i"
"and look to ",35,"the"
"there is probably ",35,"a"
"for the first ",35,"of"
"a good idea ",35,"to"
"to listen to ",35,"help"
"the help of ",35,"the"
"who was not ",35,"identified"
"gave a lot ",35,"of"
"out the window ",35,"at"
"as it was ",35,"a"
"those of us ",35,"who"
"i think if ",35,"you"
"before the start ",35,"of"
"the city has ",35,"been"
"dont think its ",35,"the"
"the least of ",35,"which"
"that the department ",35,"of"
"whatever you need ",35,"to"
"be in two ",35,"places"
"please tell me ",35,"i"
"where he was ",35,"a"
"one point in ",35,"the"
"the reading of ",35,"a"
"being hailed as ",35,"a"
"the chairman of ",35,"the"
"is in the ",35,"front"
"i love them ",35,"all"
"driving as well ",35,"as"
"the past maybe ",35,"ill"
"new york daily ",35,"news"
"in this country ",35,"have"
"senior vice president ",35,"of"
"final day of ",35,"the"
"i came home ",35,"and"
"make it easier ",35,"for"
"and i think ",35,"he"
"you have to ",35,"have"
"he said he ",35,"was"
"making some of ",35,"the"
"from the new ",35,"york"
"about two weeks ",35,"ago"
"me in the ",35,"right"
"believe that they ",35,"are"
"hall of fame ",35,"and"
"and a band ",35,"of"
"this weekend at ",35,"the"
"in the last ",35,"election"
"as a vehicle ",35,"for"
"from a list ",35,"of"
"he got out ",35,"of"
"percent of the ",35,"vote"
"that means a ",35,"lot"
"to be as ",35,"good"
"i can show ",35,"you"
"is not the ",35,"right"
"at the state ",35,"level"
"the work of ",35,"a"
"of aggravated assault ",35,"and"
"would be less ",35,"likely"
"elephant in the ",35,"room"
"we will have ",35,"to"
"around and wait ",35,"for"
"not just about ",35,"the"
"but after that ",35,"the"
"with 53 percent ",35,"of"
"a lot of ",35,"competition"
"what he could ",35,"do"
"the middle of ",35,"nowhere"
"think that it ",35,"would"
"was interesting to ",35,"see"
"with the murder ",35,"of"
"will be the ",35,"year"
"side of the ",35,"road"
"center for the ",35,"arts"
"of the island ",35,"and"
"if this is ",35,"true"
"as good as ",35,"its"
"for the start ",35,"of"
"i used to ",35,"play"
"she is going ",35,"to"
"table and there ",35,"was"
"of up to ",35,"100"
"i think you ",35,"can"
"less than a ",35,"minute"
"and i dont ",35,"want"
"im ready to ",35,"get"
"as fast as ",35,"they"
"it he said ",35,"i"
"record as a ",35,"uk"
"and the rest ",35,"of"
"the elephant in ",35,"the"
"has a piece ",35,"of"
"one of the ",35,"challenges"
"i dont want ",35,"the"
"her family had ",35,"been"
"will take place ",35,"at"
"had the nerve ",35,"to"
"you guys have ",35,"a"
"what they have ",35,"in"
"to serve as ",35,"a"
"given the circumstances ",35,"of"
"i just need ",35,"to"
"the second time ",35,"in"
"is that a ",35,"word"
"for quite a ",35,"while"
"on the highway ",35,"on"
"a few of ",35,"the"
"to be very ",35,"very"
"continue to be ",35,"a"
"i cant tell ",35,"you"
"at least this ",35,"time"
"picked it up ",35,"and"
"the problem is ",35,"the"
"the answer is ",35,"always"
"front of the ",35,"south"
"i dont think ",35,"there"
"we will continue ",35,"to"
"in a bud ",35,"vase"
"for as little ",35,"as"
"and she has ",35,"a"
"if you look ",35,"at"
"and i was ",35,"able"
"and that’s what ",35,"makes"
"the first one ",35,"to"
"as much as ",35,"a"
"in san francisco ",35,"the"
"up with a ",35,"plan"
"how it could ",35,"be"
"than he did ",35,"he"
"we all want ",35,"to"
"diagnosed with breast ",35,"cancer"
"of the most ",35,"successful"
"to work as ",35,"an"
"was involved in ",35,"a"
"tend to be ",35,"more"
"to set up ",35,"an"
"you have to ",35,"do"
"toasted sesame oil ",35,"the"
"this is yet ",35,"another"
"you can imagine ",35,"the"
"of who we ",35,"are"
"go as far ",35,"as"
"the summit of ",35,"the"
"as he tried ",35,"to"
"should talk to ",35,"her"
"there all of ",35,"the"
"the one person ",35,"who"
"they are unlikely ",35,"to"
"members came and ",35,"went"
"not the least ",35,"of"
"hospital where he ",35,"was"
"one thing in ",35,"common"
"and three weeks ",35,"later"
"be less likely ",35,"to"
"far more than ",35,"a"
"you can bet ",35,"your"
"for a number ",35,"of"
"it wasn’t enough ",35,"to"
"and looking at ",35,"the"
"as it is ",35,"the"
"parked in front ",35,"of"
"“there will be ",35,"a"
"i dont know ",35,"when"
"to join the ",35,"team"
"i said to ",35,"the"
"making the world ",35,"a"
"please forgive me ",35,"for"
"trying to make ",35,"this"
"a lot of ",35,"great"
"as soon as ",35,"he"
"a chance to ",35,"take"
"just leave it ",35,"at"
"wants to go ",35,"back"
"in the park ",35,"for"
"been one of ",35,"the"
"took a little ",35,"bit"
"a better job ",35,"of"
"it takes time ",35,"to"
"the work on ",35,"the"
"that was supposed ",35,"to"
"to the left ",35,"and"
"as well as ",35,"with"
"people who have ",35,"been"
"i know im ",35,"not"
"one of the ",35,"greats"
"that is what ",35,"they"
"was originally published ",35,"in"
"it is important ",35,"to"
"children ages 8 ",35,"and"
"who was found ",35,"guilty"
"said there is ",35,"no"
"the final day ",35,"of"
"glad to see ",35,"a"
"in two places ",35,"at"
"then cover and ",35,"cook"
"than you might ",35,"think"
"the department of ",35,"homeland"
"let me start ",35,"by"
"took the day ",35,"off"
"move out of ",35,"the"
"going on in ",35,"that"
"said he was ",35,"not"
"in a perfect ",35,"world"
"it is not ",35,"uncommon"
"im glad i ",35,"did"
"to be in ",35,"two"
"i was like ",35,"oh"
"and enforce the ",35,"agreement"
"because it was ",35,"the"
"the better you ",35,"get"
"moved to new ",35,"york"
"the master of ",35,"the"
"of the country ",35,"i"
"less than 15 ",35,"minutes"
"on saturday he ",35,"will"
"to check out ",35,"our"
"i realized i ",35,"was"
"we did a ",35,"lot"
"he had to ",35,"do"
"with four of ",35,"the"
"the friends of ",35,"the"
"at the conclusion ",35,"of"
"always going to ",35,"be"
"is at its ",35,"highest"
"for the us ",35,"senate"
"this year i ",35,"was"
"two trips to ",35,"the"
"thats a good ",35,"thing"
"he started his ",35,"first"
"was still in ",35,"the"
"to come back ",35,"and"
"in one of ",35,"my"
"on a plane ",35,"to"
"going to be ",35,"very"
"that he has ",35,"a"
"been involved in ",35,"many"
"the need to ",35,"express"
"a bigger deal ",35,"than"
"a drop in ",35,"the"
"the first of ",35,"two"
"of the time ",35,"when"
"an example of ",35,"what"
"a federal judge ",35,"in"
"hope you have ",35,"a"
"i can get ",35,"some"
"be completed in ",35,"the"
"in all sorts ",35,"of"
"so i sent ",35,"it"
"when i was ",35,"14"
"sign up for ",35,"a"
"more than he ",35,"did"
"was a sign ",35,"that"
"was that it ",35,"was"
"the age of ",35,"the"
"there is no ",35,"more"
"said it was ",35,"a"
"and fun to ",35,"be"
"in the last ",35,"two"
"time in the ",35,"world"
"a lot of ",35,"credit"
"such as when ",35,"he"
"was the most ",35,"lopsided"
"they can do ",35,"to"
"that the number ",35,"of"
"of the house ",35,"in"
"there is really ",35,"no"
"which is why ",35,"we"
"in an election ",35,"year"
"think of it ",35,"as"
"in the front ",35,"of"
"is to be ",35,"buried"
"what they can ",35,"do"
"can do some ",35,"good"
"in the state ",35,"which"
"in light of ",35,"the"
"what we want ",35,"to"
"its far too ",35,"early"
"like to get ",35,"in"
"in search of ",35,"an"
"that he wants ",35,"to"
"sit around and ",35,"wait"
"the right choice ",35,"for"
"of going on ",35,"a"
"he told me ",35,"to"
"and they can ",35,"be"
"nothing is going ",35,"to"
"just got to ",35,"get"
"have gone into ",35,"the"
"for the new ",35,"york"
"lot of credit ",35,"to"
"shot to death ",35,"by"
"willing to listen ",35,"to"
"she has been ",35,"working"
"of the black ",35,"keys"
"using social media ",35,"to"
"did not riot ",35,"and"
"scroll to the ",35,"bottom"
"this is all ",35,"about"
"time it takes ",35,"for"
"was the driving ",35,"force"
"the driving force ",35,"behind"
"to find a ",35,"job"
"and the unemployment ",35,"rate"
"he thought i ",35,"was"
"the last minute ",35,"to"
"is not uncommon ",35,"for"
"and do a ",35,"little"
"might be a ",35,"good"
"and said it ",35,"was"
"in the book ",35,"the"
"he might be ",34,"the"
"it a couple ",34,"of"
"the driver of ",34,"the"
"department of homeland ",34,"security"
"who has been ",34,"with"
"have to pick ",34,"the"
"to see if ",34,"more"
"brucks refers to ",34,"as"
"part of the ",34,"business"
"the worst of ",34,"times"
"when you are ",34,"in"
"being able to ",34,"play"
"could be forced ",34,"to"
"did not take ",34,"the"
"the testimony of ",34,"former"
"was found less ",34,"than"
"lying in bed ",34,"and"
"the race for ",34,"the"
"of the broadway ",34,"musical"
"it as it ",34,"comes"
"of the big ",34,"three"
"served in the ",34,"us"
"look back on ",34,"that"
"a section of ",34,"the"
"it felt good ",34,"to"
"dining experiences in ",34,"the"
"knew she needed ",34,"to"
"might not have ",34,"been"
"the help and ",34,"support"
"two in a ",34,"row"
"there is nothing ",34,"else"
"be a lot ",34,"harder"
"be right next ",34,"to"
"there and on ",34,"his"
"financial dominoes tumbling ",34,"around"
"the best team ",34,"in"
"but it didnt ",34,"seem"
"on a baking ",34,"sheet"
"a large bowl ",34,"beat"
"it came from ",34,"the"
"nothing else to ",34,"do"
"to try to ",34,"keep"
"with the general ",34,"public"
